Code_Region;Region / Country;Department / District;Municipality;Site;Cultural_complex;Cultural_aspect;Event_id.;Method_1;Lab_count_id.;14C_age_BP;STD;Curve;Method_2;Material;Generic_Specific_id.;Anatomical_id.;Identified_by;Reference(s);Comment_1;STD_accuracy;Accuracy_score;Material_reliability;Reliability_score;Quality_score;Comment_2;HPD_IntCal20;ChronoModel_id.;BMAP_EMAP;MACT-1;MACT-2;MACT-3
CWM_C032;Lazio (IT);Roma;Roma;Tor Pagnotta;NA;na;C032_TPA#US-307;14C;LTL-2407A;6116;55;intcal20.14c;AMS;Charcoal;Quercus sp,;Last ring;na;Delpino 2020;;GOOD;3;SLS;3;9;;"[ -5210 ; -4854 ]";na;na;;;
CWM_B091;Emilia (IT);Bologna;Bologna;Via Andrea Costa;LIN_PNC;Pianaccia;B091_VAC#TR-SBAER_US-2310_Cf.STR-13B;14C;LTL-2427A;6219;50;intcal20.14c;AMS;Bone collagen;Bos sp.;Humerus (sx);G. Steffè;Bernabò Brea et al. 2017a;pers. comm. G. Steffè (context);GOOD;3;SLS;3;9;_;"[ -5305 ; -5041 ]";B091_VAC;"[-5136 ; -4828]";5130;4820;
CWM_B091;Emilia (IT);Bologna;Bologna;Via Andrea Costa;LIN_PNC;Pianaccia;B091_VAC#TR-SBAER_US-2519_STR-23;14C;LTL-2428A;5953;50;intcal20.14c;AMS;Bone collagen;Bos sp.;Scapula / Costa;G. Steffè;Bernabò Brea et al. 2017a;pers. comm. G. Steffè (context);GOOD;3;SLS;3;9;_;"[ -4981 ; -4715 ]";B091_VAC;"[-5136 ; -4828]";5130;4820;
CWM_B091;Emilia (IT);Bologna;Casalecchio di Reno;Casalecchio Zona A;LIN_FRN;Fiorano / Pianaccia / Dipinta;B091_CZA#B;14C;LTL-2435A;6189;50;intcal20.14c;AMS;Charcoal;na;na;na;Bernabò Brea et al. 2017b;_;GOOD;3;OWE;2;6;_;"[ -5297 ; -4999 ]";B091_CZA;"[-5283 ; -5112]";5250;;
CWM_B091;Emilia (IT);Bologna;Casalecchio di Reno;Casalecchio Zona A;LIN_FRN;Fiorano / Pianaccia / Dipinta;B091_CZA#A;14C;LTL-2436A;6312;50;intcal20.14c;AMS;Charcoal;na;na;na;Bernabò Brea et al. 2017b;_;GOOD;3;OWE;2;6;_;"[ -5466 ; -5123 ]";B091_CZA;"[-5283 ; -5112]";5250;;
CWM_C065;Toscana (IT);Lucca;San Romano in Garfagnana;Monte Frignone 2;CST;Castelnovian;C065_MF2#US-2_Spit-3;14C;LTL-2656A;6624;45;intcal20.14c;AMS;Charcoal;na;na;na;Dini & Fioravanti 2011;_;HIGH;4;OWE;2;8;_;"[ -5621 ; -5481 ]";na;na;;;
CWM_B016;Puglia (IT);Foggia;Poggio Imperiale;Torretta (la);IMP;Nera levigata;B016_TRR#Burial#A;14C;LTL-2657A;6562;50;intcal20.14c;AMS;Bone collagen;Homo sapiens;na;na;Fiorentino et al. 2013;_;GOOD;3;SLS;3;9;Stable isotope analysis missing;"[ -5619 ; -5389 ]";B016_TRR;"[ -5521 ; -5263 ]";5500;5340;
CWM_B016;Puglia (IT);Foggia;Poggio Imperiale;Torretta (la);IMP;Nera levigata;B016_TRR#Burial#C;14C;LTL-2658A;6385;50;intcal20.14c;AMS;Bone collagen;Homo sapiens;na;na;Fiorentino et al. 2013;_;GOOD;3;SLS;3;9;Stable isotope analysis missing;"[ -5472 ; -5222 ]";B016_TRR;"[ -5521 ; -5263 ]";5500;5340;
CWM_B016;Puglia (IT);Foggia;Poggio Imperiale;Torretta (la);IMP;Nera levigata;B016_TRR#Burial#B;14C;LTL-2659A;6320;50;intcal20.14c;AMS;Bone collagen;Homo sapiens;na;na;Fiorentino et al. 2013;_;GOOD;3;SLS;3;9;Stable isotope analysis missing;"[ -5468 ; -5130 ]";B016_TRR;"[ -5521 ; -5263 ]";5500;5340;
CWM_B016;Puglia (IT);Foggia;Vieste;Defensola A;NEO;Cf. Bande rosse;B016_DFA#TR-A3_Excavation#D;14C;LTL-2716A;6341;55;intcal20.14c;AMS;Charcoal;na;na;na;Tarantini & Galiberti 2011;_;GOOD;3;OWE;2;6;_;"[ -5470 ; -5212 ]";B016_DFA;"[-5663 ; -4933 ]";5560;5300;
CWM_B016;Puglia (IT);Foggia;Vieste;Defensola A;NEO;Cf. Impressa;B016_DFA#TR-A3_Excavation#C;14C;LTL-2717A;6551;40;intcal20.14c;AMS;Charcoal;na;na;na;Tarantini & Galiberti 2011;_;HIGH;4;OWE;2;8;_;"[ -5615 ; -5390 ]";B016_DFA;"[-5663 ; -4933 ]";5560;5300;
CWM_B016;Puglia (IT);Foggia;Vieste;Defensola A;NEO;Cf. Bande rosse;B016_DFA#TR-A3_Excavation#E;14C;LTL-2718A;6035;60;intcal20.14c;AMS;Charcoal;na;na;na;Tarantini & Galiberti 2011;_;GOOD;3;OWE;2;6;_;"[ -5204 ; -4782 ]";B016_DFA;"[-5663 ; -4933 ]";5560;5300;
CWM_B016;Puglia (IT);Foggia;Vieste;Defensola A;NEO;na;B016_DFA#TR-A5_Surface;14C;LTL-2719A;5746;45;intcal20.14c;AMS;Charcoal;na;na;na;Tarantini & Galiberti 2011;_;HIGH;4;OWE;2;8;_;"[ -4707 ; -4461 ]";B016_DFA;na;;;
CWM_B016;Puglia (IT);Foggia;Vieste;Defensola A;NEO;Cf. Bande rosse;B016_DFA#TR_A2_Surface;14C;LTL-2720A;6178;55;intcal20.14c;AMS;Charcoal;na;na;na;Tarantini & Galiberti 2011;_;GOOD;3;OWE;2;6;_;"[ -5300 ; -4988 ]";B016_DFA;na;;;
CWM_B014;Puglia (IT);Bari;Molfetta;Pulo Fondo Azzollini;_;Serra d'Alto;B014_PFA#Phase-3_US60;14C;LTL-2836A;5216;40;intcal20.14c;AMS;Bone collagen;Ovis / Capra;na;S. Massala;Muntoni et al. 2017;_;HIGH;4;na;1;4;_;"[ -4224 ; -3955 ]";na;na;;;
CWM_A105;Lombardia N. (IT);Varese;Biandronno;Isola Virginia;LIN_ISO;Isolino;A105_ISO#TR-N_US-63;14C;LTL-2895A;5888;60;intcal20.14c;AMS;Charred seeds;Cerealia;na;na;Banchieri & Rotoli 2004, Banchieri 2009;_;GOOD;3;SLS;3;9;_;"[ -4930 ; -4603 ]";A105_ISO;"[-5248 ; -4588]";4770;;
CWM_C032;Lazio (IT);Roma;Roma;Tor Pagnotta;CRD_BFP;Cardial (BFP);C032_TPA#US-454;14C;LTL-2910A;6486;65;intcal20.14c;AMS;Charcoal;na;na;na;Delpino 2020;;GOOD;3;OWE;2;6;;"[ -5606 ; -5319 ]";na;na;;;
CWM_B053;Abruzzo (IT);Pescara;Catignano;Catignano Ponte Rosso;BFW_CSB;Catignano;B053_CTG#TR-D_ST-503_Spit-5;14C;LTL-2980A;6151;60;intcal20.14c;AMS;Charcoal;na;na;na;Colombo 2007;_;GOOD;3;OWE;2;6;_;"[ -5294 ; -4935 ]";B053_CTG;"[-5454 ; -5097]";5330;;
CWM_B053;Abruzzo (IT);Pescara;Catignano;Catignano Ponte Rosso;BFW_CSB;Catignano;B053_CTG#TR-F_Test-pit_A_Spit-1;14C;LTL-2980A(bis?);6187;50;intcal20.14c;AMS;Charcoal;na;na;na;Colombo 2007;_;GOOD;3;OWE;2;6;_;"[ -5297 ; -4999 ]";na;na;;;
CWM_C065;Toscana (IT);Lucca;Castiglione di Garfagnana;Piano di Cerreto;LIN_FRN;Fiorano / Pianaccia (TAQ);C065_PCE#TR-E5_US-2;14C;LTL-2982A;6443;50;intcal20.14c;AMS;Charcoal;na;na;na;Gabriele & Tozzi 2016;_;GOOD;3;OWE;2;6;_;"[ -5478 ; -5315 ]";na;na;;;
CWM_C021;Sicilia (IT);Messina;Spadafora;San Martino;KRN;Kronio ?;C021_SMA#03/PK237#Layer-23 ;14C;LTL-3519A;5853;60;intcal20.14c;AMS;Charcoal;na;na;na;Quero et al. 2019;_;GOOD;3;OWE;2;6;_;"[ -4842 ; -4546 ]";C021_SMA;"[-4738 ; -4588]";4624;;
CWM_C021;Sicilia (IT);Messina;Spadafora;San Martino;_;Diana;C021_SMA#04/PK237#layer 12_spit26;14C;LTL-3520A;5274;50;intcal20.14c;AMS;Charcoal;na;na;na;Quero et al. 2019;_;GOOD;3;OWE;2;6;_;"[ -4239 ; -3982 ]";na;na;;;
CWM_C021;Sicilia (IT);Messina;Spadafora;San Martino;KRN;Kronio ?;C021_SMA#05/PK237#layer 20 ;14C;LTL-3521A;5757;50;intcal20.14c;AMS;Charcoal;na;na;na;Quero et al. 2019;_;GOOD;3;OWE;2;6;_;"[ -4716 ; -4460 ]";C021_SMA;"[-4738 ; -4588]";4624;;
CWM_C065;Toscana (IT);Lucca;San Romano in Garfagnana;Monte Frignone 2;LIN;Lineare tosco-laziale;C065_MF2#US-1_Spit-3-4;14C;LTL-3672A;6168;50;intcal20.14c;AMS;Charcoal;na;na;na;Dini & Fioravanti 2011;_;GOOD;3;OWE;2;6;_;"[ -5293 ; -4987 ]";na;na;;;
CWM_B014;Puglia (IT);Bari;Molfetta;Pulo Fondo Azzollini;IMP;Impressa (Arcaica);B014_PFA#Phase-1sup_US-46;14C;LTL-3810A;6764;60;intcal20.14c;AMS;Bone collagen;Ovis / Capra;na;S. Massala;Binder et al. 2017b;_;GOOD;3;SLS;3;9;_;"[ -5762 ; -5558 ]";B014_PFA;"[-5715 ; -5569]";5580;;
CWM_A105;Lombardia N. (IT);Varese;Biandronno;Isola Virginia;LIN_ISO;Isolino;A105_ISO#TR-N-2008_US-304;14C;LTL-4120A;6004;45;intcal20.14c;AMS;Charcoal;na;na;na;Banchieri 2009;_;HIGH;4;OWE;2;8;_;"[ -5009 ; -4784 ]";A105_ISO;"[-5248 ; -4588]";4770;;
CWM_A105;Lombardia N. (IT);Varese;Biandronno;Isola Virginia;LIN_ISO;Isolino;A105_ISO#TR-N-2008_US-308;14C;LTL-4121A;5901;50;intcal20.14c;AMS;Charcoal;na;na;na;Banchieri 2009;_;GOOD;3;OWE;2;6;_;"[ -4930 ; -4617 ]";A105_ISO;"[-5248 ; -4588]";4770;;
CWM_A105;Lombardia N. (IT);Varese;Biandronno;Isola Virginia;LIN_ISO;Isolino;A105_ISO#TR-N-2008_US-318;14C;LTL-4122A;6247;45;intcal20.14c;AMS;Charcoal;na;na;na;Banchieri 2009;_;HIGH;4;OWE;2;8;_;"[ -5312 ; -5057 ]";A105_ISO;"[-5248 ; -4588]";4770;;
CWM_A105;Lombardia N. (IT);Varese;Biandronno;Isola Virginia;LIN_ISO;Isolino;A105_ISO#2008#1;14C;LTL-4123A;5972;50;intcal20.14c;AMS;Charcoal;na;na;na;Banchieri 2009;_;GOOD;3;OWE;2;6;_;"[ -4986 ; -4725 ]";A105_ISO;"[-5248 ; -4588]";4770;;
CWM_A072;Friuli-Venezia Giulia (IT);Udine;Udine;Pavia di Udine;LIN_FRL;Friul;A072_PDU#ST-17_US-2;14C;LTL-4247A;6127;40;intcal20.14c;AMS;Charred seed(s);Triticum cf. dicoccum;Caryopsis;M. Rottoli;Pessina et al. 2018a;_;HIGH;4;SLS;3;12;_;"[ -5207 ; -4951 ]";A072_PDU;"[-5182 ; -4941]";5010;;
CWM_A072;Friuli-Venezia Giulia (IT);Udine;Udine;Pavia di Udine;LIN_FRL;Friul;A072_PDU#ST-22_US-1;14C;LTL-4249A;6112;45;intcal20.14c;AMS;Charred seed(s);Triticum cf. dicoccum;Caryopsis;M. Rottoli;Pessina et al. 2018a;_;HIGH;4;SLS;3;12;_;"[ -5208 ; -4908 ]";A072_PDU;"[-5182 ; -4941]";5010;;
CWM_A072;Friuli-Venezia Giulia (IT);Udine;Udine;Pavia di Udine;LIN_FRL;Friul;A072_PDU#ST-5_US-1;14C;LTL-4250A;6106;40;intcal20.14c;AMS;Charred seed(s);Hordeum sp. / Triticum sp.;Caryopsis;M. Rottoli;Pessina et al. 2018a;_;HIGH;4;SLS;3;12;_;"[ -5207 ; -4906 ]";A072_PDU;"[-5182 ; -4941]";5010;;
CWM_A072;Friuli-Venezia Giulia (IT);Udine;Udine;Pavia di Udine;LIN_FRL;Friul;A072_PDU#STR-3_US-4;14C;LTL-4252A;5743;45;intcal20.14c;AMS;Charred seed;Triticum timopheevi;Caryopsis;M. Rottoli;Pessina et al. 2018a;_;HIGH;4;SLS;3;12;_;"[ -4705 ; -4460 ]";A072_PDU;"[-4589 ; -4397]";4600;4410;
CWM_A072;Friuli-Venezia Giulia (IT);Udine;Udine;Pavia di Udine;LIN_FRL;Friul;A072_PDU#ST-15_US-2;14C;LTL-4253A;6077;40;intcal20.14c;AMS;Charred seed(s);Triticum dicoccum;Caryopsis;M. Rottoli;Pessina et al. 2018a;_;HIGH;4;SLS;3;12;_;"[ -5204 ; -4844 ]";A072_PDU;"[-5182 ; -4941]";5010;;
CWM_A072;Friuli-Venezia Giulia (IT);Udine;Udine;Pavia di Udine;LIN_FRL;Friul;A072_PDU#STR-7_US-1;14C;LTL-4254A;5560;45;intcal20.14c;AMS;Charred seed;Hordeum sp. & Cf. Hordeum;Caryopsis;M. Rottoli;Pessina et al. 2018a;_;HIGH;4;SLS;3;12;_;"[ -4490 ; -4335 ]";A072_PDU;"[-4589 ; -4397]";4600;4410;
CWM_B011;Puglia (IT);Lecce;Otranto;Porto Badisco - Cervi (grotta dei);IMP;Impressa (Lagnano / Graffita);B011_PBA#B;14C;LTL-427A;6739;60;intcal20.14c;AMS;na;na;na;na;Fiorentino et al. 2013;_;GOOD;3;na;1;3;_;"[ -5734 ; -5538 ]";na;na;;;
CWM_B016;Puglia (IT);Foggia;Vieste;Defensola A;NEO;Cf. Bande rosse;B016_DFA#TR-C_Surface#C;14C;LTL-437A;6334;50;intcal20.14c;AMS;Charcoal;na;na;na;Tarantini & Galiberti 2011;_;GOOD;3;OWE;2;6;_;"[ -5469 ; -5211 ]";B016_DFA;na;;;
CWM_B016;Puglia (IT);Foggia;Vieste;Defensola A;NEO;Cf. Bande rosse;B016_DFA#TR-D_Surface;14C;LTL-438A;6417;55;intcal20.14c;AMS;Charcoal;na;na;na;Tarantini & Galiberti 2011;_;GOOD;3;OWE;2;6;_;"[ -5476 ; -5228 ]";B016_DFA;na;;;
CWM_B016;Puglia (IT);Foggia;Vieste;Defensola A;NEO;Cf. Impressa;B016_DFA#TR-A3_Excavation#A;14C;LTL-4500A;6741;50;intcal20.14c;AMS;Charcoal;na;na;na;Tarantini & Galiberti 2011;_;GOOD;3;OWE;2;6;_;"[ -5728 ; -5561 ]";B016_DFA;"[-5663 ; -4933 ]";5560;5300;
CWM_B014;Puglia (IT);Bari;Molfetta;Pulo Fondo Azzollini;IMP_ARC;Impressa (Arcaica);B014_PFA#Phase-1_US-10#B;14C;LTL-4536A;6983;50;intcal20.14c;AMS;Bone collagen;Ovis / Capra;na;S. Massala;Binder et al. 2017b;_;GOOD;3;SLS;3;9;_;"[ -5981 ; -5742 ]";B014_PFA;"[-6015 ; -5735]";6000;5760;
CWM_B081;Romagna (IT);Rimini;Riccione;Via Berlinguer;IMP_MAD;Impressa (Medio-adriatica);B081-VBE#Palisade;14C;LTL-4562A;6422;50;intcal20.14c;AMS;Charcoal;na;na;na;Bernabò Brea et al. 2017b;_;GOOD;3;OWE;2;6;_;"[ -5476 ; -5307 ]";na;na;;;
CWM_B016;Puglia (IT);Foggia;Vieste;Defensola A;NEO;Cf. Bande rosse;B016_DFA#TR-A3_Excavation_Pit;14C;LTL-4577A;6290;45;intcal20.14c;AMS;Charcoal;na;na;na;Tarantini & Galiberti 2011;_;HIGH;4;OWE;2;8;_;"[ -5367 ; -5077 ]";B016_DFA;"[-5663 ; -4933 ]";5560;5300;
CWM_B053;Abruzzo (IT);Pescara;Loreto Aprutino;Colle Cera;BFW_CSB;Catignano;B053_CCE#TR-P111_ST-11_Spit-2;14C;LTL-5000A;6149;45;intcal20.14c;AMS;Charcoal;na;na;na;Colombo 2014;_;HIGH;4;OWE;2;8;_;"[ -5213 ; -4952 ]";B053_CCE;"[-5199 ; -5002]";5100;;
CWM_B094;Emilia (IT);Parma;Parma;Benefizio;LIN_PNC;Vhò / Pianaccia;B094_BNF#ST-69;14C;LTL-5037A;6394;45;intcal20.14c;AMS;Charred seed(s);na;na;na;Bernabò Brea et al. 2017a;_;HIGH;4;SLS;3;12;_;"[ -5472 ; -5227 ]";na;na;;;
CWM_B015;Puglia (IT);Barleta-Andria-Trani;Canosa di Puglia;Palata 1;IMP_GRF;na;B015_PL1#III-US-8-Burial;14C;LTL-5187A;6576;45;intcal20.14c;AMS;Bone collagen;Homo sapiens (female, adult);na;na;Radina et al. 2011;_;HIGH;4;SLS;3;12;Stable isotope analysis missing;"[ -5619 ; -5474 ]";na;na;;;
CWM_B015;Puglia (IT);Barleta-Andria-Trani;Canosa di Puglia;Palata 2;IMP_GRF;Rendina 3;B015_PL2#III-Burial;14C;LTL-5188A;6571;50;intcal20.14c;AMS;Bone collagen;Homo sapiens;na;na;Radina et al. 2011;_;GOOD;3;SLS;3;9;Stable isotope analysis missing;"[ -5621 ; -5414 ]";na;na;;;
CWM_B062;Marche (IT);Ancona;Ancona;Portonovo Fosso Fontanaccia;IMP_MAD;Impressa (Medio-adriatica);B062_PRT#Oven-5_US-1036_Burial;14C;LTL-5191A;6418;50;intcal20.14c;AMS;Bone collagen;Homo sapiens;na;na;Conati Barbaro 2019;_;GOOD;3;SLS;3;9;Stable isotope analysis missing;"[ -5476 ; -5307 ]";B062_PRT_M2;"[-5539 ; -5332]";5430;;
CWM_B062;Marche (IT);Ancona;Ancona;Portonovo Fosso Fontanaccia;IMP_MAD;Impressa (Medio-adriatica);B062_PRT#Oven-5_US-1031_Spit3;14C;LTL-5192A;6500;50;intcal20.14c;AMS;Charcoal;na;na;na;Conati Barbaro 2019;_;GOOD;3;SLS;3;9;_;"[ -5607 ; -5361 ]";B062_PRT_M2;"[-5539 ; -5332]";5430;;
CWM_B092;Emilia (IT);Modena;Savignano sul Panaro;Savignano;LIN_FRN;Fiorano;B092_SVG#A;14C;LTL-5250A;6327;45;intcal20.14c;AMS;Charcoal;na;na;na;Bernabò Brea et al. 2017b;_;HIGH;4;OWE;2;8;_;"[ -5464 ; -5211 ]";B092_SVG;"[-5328 ; -5242]";5280;;
CWM_B092;Emilia (IT);Modena;Savignano sul Panaro;Savignano;LIN_FRN;Fiorano;B092_SVG#B;14C;LTL-5251A;6316;45;intcal20.14c;AMS;Charcoal;na;na;na;Bernabò Brea et al. 2017b;_;HIGH;4;OWE;2;8;_;"[ -5464 ; -5209 ]";B092_SVG;"[-5328 ; -5242]";5280;;
CWM_B052;Abruzzo (IT);L'Aquila;Ortucchio;Colle Santo Stefano;IMP_GDN;Impressa (Guadone) (CSS-1);B052_CSS#TR-O26_Spit-13;14C;LTL-525A;6651;60;intcal20.14c;AMS;Charcoal;na;na;na;Fabri & Angeli 2010;_;GOOD;3;OWE;2;6;_;"[ -5661 ; -5479 ]";na;na;;;
CWM_B052;Abruzzo (IT);L'Aquila;Ortucchio;Colle Santo Stefano;IMP_GDN;Impressa (Guadone) (CSS-1);B052_CSS#TR-I18_Spit-18;14C;LTL-526A;6823;55;intcal20.14c;AMS;Charcoal;na;na;na;Fabri & Angeli 2010;_;GOOD;3;OWE;2;6;_;"[ -5828 ; -5625 ]";na;na;;;
CWM_B053;Abruzzo (IT);Pescara;Catignano;Catignano Ponte Rosso;BFW_CSB;Catignano;B053_CTG#TR-D_ST-501_Spit-7;14C;LTL-527A;6249;45;intcal20.14c;AMS;Charcoal;na;na;na;Colombo 2007;_;HIGH;4;OWE;2;8;_;"[ -5313 ; -5057 ]";B053_CTG;"[-5303 ; -5068]";5200;;
CWM_B053;Abruzzo (IT);Pescara;Catignano;Catignano Ponte Rosso;BFW_CSB;Catignano;B053_CTG#TR-D_ST-501_Spit-6;14C;LTL-528A;6012;55;intcal20.14c;AMS;Charcoal;na;na;na;Colombo 2007;_;GOOD;3;OWE;2;6;_;"[ -5044 ; -4729 ]";B053_CTG;"[-5303 ; -5068]";5200;;
CWM_D024;Provence-Alpes-Côte d'Azur (FR);Vaucluse;Avignon;Balance (la) - Îlot P;PCRD;na;D024_BIP#Burial#A;14C;LTL-5695A;5965;30;intcal20.14c;AMS;Bone collagen;Homo sapiens;na;A. Zemour;Zemour et al. 2017;_;HIGH;4;SLS;3;12;"d13C -20.0; d15N 9.6";"Combined [ -4944 ; -4793 ]";na;na;;;
CWM_D024;Provence-Alpes-Côte d'Azur (FR);Vaucluse;Avignon;Balance (la) - Îlot P;PCRD;na;D024_BIP#Burial#B;14C;LTL-5696A;6047;50;intcal20.14c;AMS;Bone collagen;Homo sapiens;na;A. Zemour;Zemour et al. 2017;_;GOOD;3;SLS;3;9;"d13C -20.0; d15N 9.6";"Combined [ -4944 ; -4793 ]";na;na;;;
CWM_B052;Abruzzo (IT);L'Aquila;Ortucchio;Colle Santo Stefano;IMP_MAD;Impressa (Medio-adriatica) (CSS-3);B052_CSS#TR-X21_Spit-3;14C;LTL-57A;6579;60;intcal20.14c;AMS;Charcoal;na;na;na;Fabri & Angeli 2010;_;GOOD;3;OWE;2;6;_;"[ -5625 ; -5389 ]";na;na;;;
CWM_B052;Abruzzo (IT);L'Aquila;Ortucchio;Colle Santo Stefano;IMP_MAD;Impressa (Medio-adriatica) (CSS-3);B052_CSS#TR-I19_Spit-6;14C;LTL-58A;6727;75;intcal20.14c;AMS;Charcoal;na;na;na;Fabri & Angeli 2010;_;LOW;2;OWE;2;4;_;"[ -5738 ; -5482 ]";na;na;;;
CWM_B053;Abruzzo (IT);Pescara;Loreto Aprutino;Colle Cera;BFW_CSB;Catignano;B053_CCE#TR-O109_ST-11_Spit-23;14C;LTL-5901A;6145;45;intcal20.14c;AMS;Charred seed(s);Quercus sp.;Acorn;na;Colombo 2014;_;HIGH;4;SLS;3;12;_;"[ -5212 ; -4952 ]";B053_CCE;"[-5199 ; -5002]";5100;;
CWM_B052;Abruzzo (IT);L'Aquila;Ortucchio;Colle Santo Stefano;IMP_GDN;Impressa (Guadone) (CSS-2);B052_CSS#TR-M21_Spit-9;14C;LTL-59A;6718;40;intcal20.14c;AMS;Charcoal;na;na;na;Fabri & Angeli 2010;_;HIGH;4;OWE;2;8;_;"[ -5717 ; -5559 ]";na;na;;;
CWM_D011;Liguria (IT);Savona;Finale Ligure;Arene Candide (caverna delle);CRD;Cardial (ACN-3_Cluster-10);D011_ACN#TR-RM_Vho-sherd;14C;LTL-6003A;6238;45;intcal20.14c;AMS;Charred seed(s);Triticum dicoccum;Caryopsis;D. Arobba;Arobba et al. 2017;_;HIGH;4;SLS;3;12;_;"[ -5309 ; -5053 ]";D011_ACN_M1;na;5200;;
CWM_D011;Liguria (IT);Savona;Finale Ligure;Arene Candide (caverna delle);CRD;Cardial (ACN-2A_Cl-6 Cf.);D011_ACN#TR-LBB_Level-26#Cardial-pot;14C;LTL-6004A;6446;45;intcal20.14c;AMS;Charred seed(s);Triticum monococcum;Furca;D. Arobba;Arobba et al. 2017;_;HIGH;4;SLS;3;12;_;"[ -5476 ; -5324 ]";D011_ACN_M1;"[-5543 ; -5249] ";5400;;
CWM_B052;Abruzzo (IT);L'Aquila;Ortucchio;Colle Santo Stefano;IMP_GDN;Impressa (Guadone) (CSS-1);B052_CSS#TR-I17_Spit-13;14C;LTL-60A;6843;40;intcal20.14c;AMS;Charcoal;na;na;na;Fabri & Angeli 2010;_;HIGH;4;OWE;2;8;_;"[ -5826 ; -5637 ]";na;na;;;
CWM_C032;Lazio (IT);Roma;Jenne;Mora di Monte Cavorso (grotta);NEO;na;C032_MMC#Saggio-C;14C;LTL-6123A;6000;45;intcal20.14c;AMS;Charcoal;na;na;na;Salari et al. 2019;;HIGH;4;OWE;2;8;;"[ -5004 ; -4734 ]";na;na;;;
CWM_C032;Lazio (IT);Roma;Jenne;Mora di Monte Cavorso (grotta);NEO;na;C032_MMC#Saggio-B1;14C;LTL-6124A;6505;50;intcal20.14c;AMS;Charcoal;na;na;na;Salari et al. 2019;;GOOD;3;OWE;2;6;;"[ -5608 ; -5365 ]";na;na;;;
CWM_B052;Abruzzo (IT);L'Aquila;Trasacco;Continenza (grotta);CST;Castelnovian ;B052_CNT#Spit-24_Hearth;14C;LTL-6186A;7000;40;intcal20.14c;AMS;Charcoal;na;na;na;Serradimigni 2014;_;HIGH;4;OWE;2;8;_;"[ -5983 ; -5777 ]";B052_CNT_M3;"[-6038 ; -5976]";6020;;
CWM_B052;Abruzzo (IT);L'Aquila;Ortucchio;Colle Santo Stefano;IMP_GDN;Impressa (Guadone) (CSS-1);B052_CSS#TR-I19_Spit-15;14C;LTL-61A;6688;110;intcal20.14c;AMS;Charcoal;na;na;na;Fabri & Angeli 2010;_;LOWEST;1;OWE;2;2;_;"[ -5795 ; -5385 ]";na;na;;;
CWM_C011;Calabria (IT);Cosenza;Corigliano Calabro;Favella (masseria);IMP_ARC;Impressa (Arcaica);C011_FVL#ST-G_F10_US-3_Spit-4;14C;LTL-778A;7003;55;intcal20.14c;AMS;Bone collagen;na;na;na;Tiné 2009;_;GOOD;3;SLS;3;9;_;"[ -5986 ; -5750 ]";C011_FVL;"[-5919; -5748]";5830;;
CWM_D021;Provence-Alpes-Côte d'Azur (FR);Alpes-Maritimes;Castellar;Pendimoun (abri);IMP_PND;Impressa (PND-1B_Cluster-47647);D021_PND#TR-N_US-47801#48041;14C;LTL-8001A;6600;45;intcal20.14c;AMS;Charred seed(s);Triticum sp.;Caryopsis;"L. Bouby; A. Carré";Binder et al. 2017b;_;HIGH;4;SLS;3;12;_;"[ -5619 ; -5478 ]";D021_PND;"[-5633 ; -5502]";5530;;
CWM_D021;Provence-Alpes-Côte d'Azur (FR);Alpes-Maritimes;Castellar;Pendimoun (abri);IMP_PND;Impressa (PND-1B_Cluster-47647);D021_PND#TR-N_US-47801#48150;14C;LTL-8002A;6539;45;intcal20.14c;AMS;Charred seed(s);Quercus sp.;Acorn;"L. Bouby; A. Carré";Binder et al. 2017b;_;HIGH;4;SLS;3;12;_;"[ -5614 ; -5381 ]";D021_PND;"[-5633 ; -5502]";5530;;
CWM_D021;Provence-Alpes-Côte d'Azur (FR);Alpes-Maritimes;Castellar;Pendimoun (abri);IMP_PND;Impressa (PND-1B_Cluster-47647);D021_PND#TR-N_US-47800#47783;14C;LTL-8003A;6452;45;intcal20.14c;AMS;Charred seed(s);Quercus sp.;Acorn;"L. Bouby; A. Carré";Binder et al. 2017b;_;HIGH;4;SLS;3;12;_;"[ -5477 ; -5325 ]";D021_PND;"[-5633 ; -5502]";5530;;
CWM_D021;Provence-Alpes-Côte d'Azur (FR);Alpes-Maritimes;Castellar;Pendimoun (abri);IMP_PND;Impressa (PND-1B_Cluster-47647);D021_PND#TR-N_US-47800#47915;14C;LTL-8004A;6507;45;intcal20.14c;AMS;Charred seed(s);Quercus sp.;Acorn;"L. Bouby; A. Carré";Binder et al. 2017b;_;HIGH;4;SLS;3;12;_;"[ -5604 ; -5370 ]";D021_PND;"[-5633 ; -5502]";5530;;
CWM_D021;Provence-Alpes-Côte d'Azur (FR);Alpes-Maritimes;Castellar;Pendimoun (abri);IMP_PND;Impressa (PND-1C_Cluster-45437);D021_PND#TR-N_US-41678#47328;14C;LTL-8005A;6599;45;intcal20.14c;AMS;Charred seed(s);Triticum dicoccum;Caryopsis;"L. Bouby; A. Carré";Binder et al. 2014;_;HIGH;4;SLS;3;12;_;"[ -5619 ; -5477 ]";D021_PND;"[-5543 ; -5440]";5480;;
